t,Z_mpmath,kind,gap,norm_gap,zero_index
10000000040669.4531250000,1.854977079875e-02,max,,,43124192478959
10000000040704.4316406250,1.394737358856e-02,max,,,43124192479115
10000000040881.3339843750,-7.352163304901e-03,min,,,43124192479906
10000000040893.9882812500,4.299995197944e-03,max,,,43124192479963
10000000040921.1132812500,-5.743735681525e-03,min,,,43124192480084
10000000041064.7812500000,-2.436395853420e-03,min,,,43124192480726
10000000041181.8906250000,-9.321215805367e-03,min,,,43124192481250
10000000041201.7539062500,1.301119244290e-02,max,,,43124192481339
10000000041228.9414062500,-3.505755628340e-03,min,,,43124192481460
10000000041230.4160156250,1.698845002842e-02,max,,,43124192481467
10000000041363.1660156250,-1.270092924629e-03,min,6.74991193e-03,0.030183,43124192482060
10000000041382.5410156250,4.217323641553e-03,max,1.01119599e-02,0.045216,43124192482147
10000000041491.9824218750,-8.334353239929e-03,min,,,43124192482636
10000000041544.3046875000,-3.551551917951e-03,min,,,43124192482870
10000000041563.5039062500,-1.803712427377e-03,min,,,43124192482956
10000000041617.8750000000,1.926876800260e-02,max,,,43124192483199
10000000041655.2421875000,9.707673012632e-03,max,,,43124192483367
10000000041701.7070312500,1.339212633905e-02,max,,,43124192483575
10000000041704.9824218750,4.172248077679e-03,max,,,43124192483589
10000000041708.8613281250,-1.645144462491e-02,min,,,43124192483606
10000000041742.9785156250,-1.577607094419e-02,min,,,43124192483758
10000000041746.0839843750,-2.041926549221e-03,min,1.07146911e-02,0.047912,43124192483772
10000000041870.5195312500,5.982900112554e-03,max,,,43124192484329
10000000041887.5253906250,-1.722620750004e-02,min,,,43124192484404
10000000041953.6738281250,1.401587650307e-02,max,,,43124192484701
10000000042169.5195312500,-9.140163919052e-03,min,,,43124192485666
10000000042244.1718750000,-4.964020365785e-03,min,,,43124192486000
10000000042270.3847656250,1.958416455323e-02,max,,,43124192486117
10000000042369.7031250000,1.886508880486e-03,max,,,43124192486561
10000000042407.9453125000,-1.055543043604e-02,min,,,43124192486732
10000000042751.6914062500,1.662349298283e-02,max,,,43124192488269
10000000042770.9863281250,-1.865186947108e-02,min,,,43124192488356
10000000042797.3476562500,-1.749399704425e-02,min,,,43124192488474
10000000042951.7441406250,-1.560005083374e-02,min,,,43124192489164
10000000043009.4687500000,-1.064669498658e-02,min,,,43124192489422
10000000043313.3339843750,1.861498557756e-02,max,,,43124192490781
10000000043468.6757812500,-1.789098501027e-02,min,,,43124192491476
10000000043477.9453125000,1.398321128854e-02,max,,,43124192491517
10000000043587.1796875000,1.968165379921e-02,max,,,43124192492005
10000000043723.0449218750,2.532075032124e-03,max,,,43124192492613
10000000043729.8457031250,8.821435979554e-03,max,,,43124192492643
10000000043878.6230468750,-3.606591635868e-03,min,,,43124192493308
10000000043965.2792968750,-4.016492364937e-03,min,,,43124192493696
10000000044078.0546875000,-6.415199951483e-03,min,,,43124192494200
10000000044092.1894531250,-7.554683724606e-03,min,,,43124192494264
10000000044136.9394531250,-1.351453422598e-02,min,,,43124192494464
10000000044237.6660156250,-1.142351508631e-02,min,,,43124192494914
10000000044301.5292968750,-2.300843669175e-03,min,,,43124192495200
10000000044309.5859375000,-1.657345888777e-02,min,,,43124192495236
10000000044427.7207031250,-6.092041212536e-03,min,,,43124192495764
10000000044446.0332031250,-1.115388654795e-02,min,,,43124192495846
10000000044577.8339843750,1.121261649449e-02,max,,,43124192496435
10000000044582.6679687500,1.110418726227e-02,max,,,43124192496457
10000000044594.0820312500,-4.076531179057e-03,min,,,43124192496508
10000000044611.2851562500,1.718207049063e-02,max,,,43124192496585
10000000044692.2265625000,1.998418179796e-02,max,,,43124192496947
10000000044730.5410156250,-1.026438435642e-02,min,,,43124192497118
10000000044828.0644531250,-1.026196126282e-02,min,,,43124192497554
10000000044970.6679687500,1.334647240521e-02,max,,,43124192498191
10000000045078.6074218750,-1.271713126672e-02,min,,,43124192498674
10000000045114.3710937500,-1.143729322928e-02,min,,,43124192498834
10000000045163.4238281250,-6.995609176167e-03,min,,,43124192499054
10000000045289.4648437500,1.876729012222e-02,max,,,43124192499617
10000000045291.4003906250,-1.964710770803e-02,min,,,43124192499626
10000000045336.4277343750,7.231058679893e-03,max,,,43124192499827
10000000045464.1992187500,1.467013600464e-02,max,,,43124192500399
10000000045796.3535156250,-5.748191074222e-03,min,,,43124192501884
10000000045834.5742187500,1.145857753424e-02,max,,,43124192502055
10000000045944.2578125000,1.091527218439e-02,max,,,43124192502545
10000000045976.8691406250,1.846669601842e-02,max,,,43124192502691
10000000046057.8046875000,1.957877382954e-02,max,,,43124192503053
10000000046085.5625000000,1.221294186101e-02,max,,,43124192503177
10000000046206.5214843750,-3.897917234958e-03,min,,,43124192503718
10000000046458.1855468750,7.641215129377e-04,max,8.79311381e-03,0.039319,43124192504844
10000000046475.6386718750,1.688927084691e-02,max,,,43124192504921
10000000046486.1875000000,-8.481170320752e-03,min,,,43124192504968
10000000046502.8300781250,1.077817754991e-02,max,,,43124192505043
10000000046657.8417968750,-9.885778762663e-03,min,,,43124192505736
10000000046669.4492187500,-1.899393397868e-02,min,,,43124192505788
10000000046777.0351562500,8.438888342783e-03,max,,,43124192506269
10000000046806.6933593750,-9.788751855110e-03,min,,,43124192506402
10000000046828.7910156250,-1.278053257845e-02,min,,,43124192506500
10000000046877.2128906250,1.706587793879e-02,max,,,43124192506717
10000000046926.7031250000,-2.646368510071e-03,min,,,43124192506938
10000000047103.1230468750,1.251097109175e-02,max,,,43124192507727
10000000047291.4746093750,1.748677479819e-02,max,,,43124192508569
10000000047329.2441406250,-1.393725108045e-02,min,,,43124192508738
10000000047338.2500000000,-1.877978674638e-02,min,,,43124192508778
10000000047497.9101562500,-1.890895333763e-02,min,,,43124192509492
10000000047510.3652343750,-8.147184972568e-04,min,1.00061226e-02,0.044743,43124192509548
10000000047521.6796875000,1.660630608076e-02,max,,,43124192509599
10000000047600.2871093750,-1.256800666647e-02,min,,,43124192509950
10000000047651.9863281250,1.444008169964e-02,max,,,43124192510181
10000000047691.3085937500,6.402724602682e-03,max,,,43124192510357
10000000047720.8828125000,-1.985434699662e-02,min,,,43124192510490
10000000047991.5449218750,-1.457955532146e-02,min,,,43124192511700
10000000048005.8300781250,2.292896340849e-03,max,5.50099390e-03,0.024598,43124192511763
10000000048059.4082031250,9.901662824799e-03,max,,,43124192512003
10000000048072.2128906250,6.624030156379e-03,max,,,43124192512061
10000000048165.9648437500,-8.150491890147e-03,min,,,43124192512480
10000000048298.6933593750,1.772892889346e-02,max,,,43124192513073
10000000048317.4824218750,9.412280757405e-03,max,,,43124192513157
10000000048406.5605468750,1.915252608164e-02,max,,,43124192513555
10000000048454.2246093750,1.898687185213e-02,max,,,43124192513769
10000000048460.1562500000,1.767465959807e-02,max,,,43124192513795
10000000048489.3847656250,-5.835419410439e-03,min,,,43124192513926
10000000048780.2480468750,4.349773874452e-03,max,,,43124192515227
10000000048854.5937500000,9.335775579291e-03,max,,,43124192515559
10000000048886.5976562500,-3.275606502690e-03,min,,,43124192515702
10000000048915.4765625000,1.909874742343e-02,max,,,43124192515831
10000000048923.9296875000,1.671722884945e-02,max,,,43124192515869
10000000048934.4746093750,-1.720713648976e-02,min,,,43124192515916
10000000048955.3964843750,-1.041605160449e-02,min,,,43124192516010
10000000049009.2324218750,1.725435128663e-02,max,,,43124192516251
10000000049079.0957031250,1.684368751653e-02,max,,,43124192516563
10000000049086.9414062500,-1.392995250206e-02,min,,,43124192516598
10000000049180.1347656250,1.377342215872e-02,max,,,43124192517015
10000000049230.7656250000,7.709057162301e-03,max,,,43124192517241
10000000049461.6796875000,-9.200368524312e-03,min,,,43124192518274
10000000049512.7480468750,-1.385106072744e-02,min,,,43124192518502
10000000049586.9453125000,-4.585866638120e-03,min,,,43124192518834
10000000049621.6835937500,1.676728544488e-02,max,,,43124192518989
10000000049667.7128906250,1.756202934350e-02,max,,,43124192519195
10000000049675.9257812500,1.848849254992e-02,max,,,43124192519231
10000000049693.6425781250,1.427505162762e-02,max,,,43124192519311
10000000049751.5488281250,-1.131532686346e-02,min,,,43124192519570
10000000049893.2109375000,1.751400888071e-02,max,,,43124192520203
10000000049967.1542968750,-1.113598177378e-02,min,,,43124192520534
10000000049991.8691406250,-1.725623487285e-02,min,,,43124192520644
10000000050077.3046875000,-1.999722191624e-02,min,,,43124192521026
10000000050113.2773437500,1.773214524485e-02,max,,,43124192521187
10000000050167.9882812500,-6.729603276955e-03,min,,,43124192521432
10000000050238.5175781250,1.577512319041e-02,max,,,43124192521747
10000000050358.3808593750,5.194906977440e-03,max,,,43124192522283
10000000050383.4921875000,-8.159452177253e-03,min,,,43124192522396
10000000050427.1679687500,1.107355833536e-02,max,,,43124192522591
10000000050485.3007812500,5.397907787668e-03,max,,,43124192522851
10000000050709.6152343750,-1.891286494032e-02,min,,,43124192523854
10000000050794.2304687500,-1.121977698150e-02,min,,,43124192524232
10000000050828.5976562500,-1.038712693192e-02,min,,,43124192524386
10000000050935.6816406250,-1.512330908858e-02,min,,,43124192524864
10000000050988.1972656250,1.630950222561e-02,max,,,43124192525099
10000000051027.4433593750,7.852038299256e-03,max,,,43124192525275
10000000051061.7792968750,-2.520526913635e-03,min,,,43124192525428
10000000051066.3281250000,5.383308282296e-03,max,,,43124192525449
10000000051119.6699218750,1.044837172524e-02,max,,,43124192525687
10000000051126.5546875000,-1.137821167107e-02,min,,,43124192525718
10000000051172.4765625000,-1.504116304621e-02,min,,,43124192525924
10000000051210.2812500000,-4.628142842603e-03,min,,,43124192526092
10000000051365.5742187500,1.502026388612e-02,max,,,43124192526787
10000000051372.5058593750,-1.456927329872e-02,min,,,43124192526818
10000000051456.1523437500,-1.982701521543e-02,min,,,43124192527192
10000000051507.4414062500,1.480772950991e-02,max,,,43124192527421
10000000051553.7734375000,-8.690885420681e-03,min,,,43124192527628
10000000051737.8222656250,-1.075325336303e-02,min,,,43124192528452
10000000051771.8554687500,1.471792853000e-02,max,,,43124192528603
10000000051898.4355468750,-1.719888412540e-02,min,,,43124192529170
10000000051971.3437500000,-1.747442039208e-02,min,,,43124192529496
10000000051995.6738281250,6.972762182304e-03,max,,,43124192529605
10000000052027.3320312500,-1.820624089688e-02,min,,,43124192529746
10000000052053.5703125000,1.520752140466e-02,max,,,43124192529863
10000000052067.1425781250,-1.974312276199e-02,min,,,43124192529924
10000000052130.6875000000,-1.788943183420e-02,min,,,43124192530208
10000000052222.9863281250,1.368574115869e-02,max,,,43124192530621
10000000052360.8281250000,1.090545557883e-02,max,,,43124192531237
10000000052441.6835937500,1.877058434712e-02,max,,,43124192531599
10000000052503.0937500000,1.994815130656e-02,max,,,43124192531873
10000000052783.3554687500,-1.017561314882e-02,min,,,43124192533126
10000000052822.0898437500,5.163423683620e-03,max,,,43124192533299
10000000052822.5527343750,-1.294331056928e-02,min,,,43124192533302
10000000052898.7324218750,1.647646708302e-02,max,,,43124192533643
10000000052921.9042968750,-1.529700393692e-02,min,,,43124192533746
10000000052995.1816406250,-4.365118658543e-03,min,,,43124192534074
10000000053036.3496093750,-5.089314003833e-03,min,9.54053215e-03,0.042661,43124192534258
10000000053158.4609375000,-1.010537025525e-02,min,,,43124192534804
10000000053213.0683593750,-1.368107156333e-02,min,,,43124192535048
10000000053367.3320312500,-9.996857322281e-03,min,,,43124192535738
10000000053457.3457031250,1.350998612054e-03,max,1.11344156e-02,0.049788,43124192536141
10000000053663.2636718750,1.120592900801e-02,max,,,43124192537061
10000000053693.8613281250,-5.072698289268e-03,min,,,43124192537198
10000000053756.0546875000,-4.076735825526e-03,min,,,43124192537476
10000000053864.5703125000,4.231618812273e-03,max,,,43124192537961
10000000053916.5410156250,-1.977613590160e-02,min,,,43124192538194
10000000053920.0898437500,1.916316809971e-02,max,,,43124192538209
10000000053947.8203125000,-1.702649258158e-03,min,6.16457216e-03,0.027565,43124192538334
10000000053962.3183593750,-1.781031704142e-02,min,,,43124192538398
10000000053991.4238281250,1.723571989685e-02,max,,,43124192538529
10000000054248.4882812500,-1.686026310993e-02,min,,,43124192539678
10000000054253.5957031250,1.642334302903e-02,max,,,43124192539701
10000000054397.2500000000,1.419191696035e-02,max,,,43124192540343
10000000054426.2695312500,1.461058753583e-02,max,,,43124192540473
10000000054532.9648437500,-1.107549924340e-02,min,,,43124192540950
10000000054607.8085937500,1.218170904936e-02,max,,,43124192541285
10000000054670.0175781250,1.517623506906e-02,max,,,43124192541563
10000000054699.0917968750,8.522044696345e-03,max,,,43124192541693
10000000054841.1992187500,-1.331727997343e-02,min,,,43124192542328
10000000055197.3046875000,1.118296152326e-02,max,,,43124192543921
10000000055282.4199218750,1.167626576379e-02,max,,,43124192544301
10000000055305.7148437500,3.738348474342e-03,max,,,43124192544405
10000000055306.5761718750,-8.584653375695e-03,min,,,43124192544410
10000000055341.5507812500,-1.629530376278e-02,min,,,43124192544566
10000000055407.9746093750,1.602811878250e-02,max,,,43124192544863
10000000055447.8886718750,1.696411086457e-02,max,,,43124192545041
10000000055699.4101562500,-1.863293835745e-02,min,,,43124192546166
10000000055767.6542968750,1.499157361903e-02,max,,,43124192546471
10000000055785.9804687500,5.259130089628e-03,max,,,43124192546553
10000000055797.0898437500,1.622559062427e-02,max,,,43124192546603
10000000055837.8222656250,1.900322899382e-02,max,,,43124192546785
10000000055976.6777343750,-6.842481179515e-03,min,,,43124192547406
10000000056220.1054687500,-7.647868480083e-03,min,,,43124192548494
10000000056282.0429687500,1.614835892453e-02,max,,,43124192548771
10000000056313.0371093750,-3.141481467847e-03,min,,,43124192548910
10000000056317.4101562500,9.913474533730e-03,max,,,43124192548929
10000000056367.6933593750,-6.219762886146e-03,min,,,43124192549154
10000000056402.7617187500,1.988369631431e-02,max,,,43124192549311
10000000056448.9824218750,-1.516346284201e-02,min,,,43124192549518
10000000056495.0800781250,-1.417208064170e-02,min,,,43124192549724
10000000056510.1464843750,1.478700604043e-02,max,,,43124192549791
10000000056664.2578125000,-5.522262106764e-03,min,,,43124192550480
10000000056774.6464843750,-1.708153988445e-02,min,,,43124192550974
10000000056902.2460937500,1.378248060379e-02,max,,,43124192551545
10000000056936.2578125000,-1.311756842990e-02,min,,,43124192551696
10000000056936.3183593750,1.249954145059e-02,max,,,43124192551697
10000000056976.9863281250,1.658258392197e-02,max,,,43124192551879
10000000056980.5390625000,-1.447508891813e-02,min,,,43124192551894
10000000056991.9003906250,9.718020214410e-03,max,,,43124192551945
10000000057090.7695312500,-1.502905995578e-02,min,,,43124192552388
10000000057112.3710937500,-6.043467122847e-03,min,,,43124192552484
10000000057180.6445312500,1.137740309329e-02,max,,,43124192552789
10000000057284.1523437500,-1.278236689800e-02,min,,,43124192553252
10000000057393.2285156250,-1.009590307640e-02,min,,,43124192553740
10000000057519.1621093750,1.658988049951e-02,max,,,43124192554303
10000000057524.0625000000,1.242876356297e-03,max,8.65105956e-03,0.038684,43124192554325
10000000057617.4648437500,4.457005887100e-03,max,,,43124192554743
10000000057661.3984375000,1.397394036434e-02,max,,,43124192554939
10000000057701.5917968750,1.333248338447e-02,max,,,43124192555119
10000000057725.7851562500,6.766791296256e-03,max,,,43124192555227
10000000057854.0996093750,6.166588206457e-03,max,,,43124192555801
10000000057901.1269531250,1.374478924040e-02,max,,,43124192556011
10000000057958.8652343750,1.286991340467e-02,max,,,43124192556269
10000000058124.2148437500,-1.077457723712e-02,min,,,43124192557008
10000000058180.1582031250,1.583932371903e-03,max,7.07498075e-03,0.031636,43124192557258
10000000058197.4433593750,-1.311037001575e-02,min,,,43124192557336
10000000058269.6523437500,1.459918320304e-02,max,,,43124192557659
10000000058278.4335937500,-1.026447868858e-02,min,,,43124192557698
10000000058395.3515625000,1.910261617732e-03,max,,,43124192558221
10000000058468.5214843750,-4.574396585420e-03,min,,,43124192558548
10000000058495.0253906250,-1.217791575525e-02,min,,,43124192558666
10000000058495.0722656250,1.354309866190e-02,max,,,43124192558667
10000000058553.1250000000,-4.221960642757e-03,min,,,43124192558926
10000000058576.9589843750,4.115399504849e-03,max,,,43124192559033
10000000058577.5546875000,-9.437481432162e-03,min,,,43124192559036
10000000058605.5429687500,1.350156010164e-03,max,,,43124192559161
10000000058686.3183593750,-1.948569301008e-02,min,,,43124192559522
10000000058705.6152343750,9.426032691661e-03,max,,,43124192559609
10000000058715.4355468750,8.801315181203e-03,max,,,43124192559653
10000000058741.2343750000,4.939332580668e-03,max,,,43124192559767
10000000058741.3027343750,-1.583135561936e-02,min,,,43124192559768
10000000058834.6601562500,-1.692733220279e-02,min,,,43124192560186
10000000058870.2578125000,1.534841779739e-02,max,,,43124192560345
10000000059005.8632812500,6.017461998283e-03,max,,,43124192560951
10000000059006.4335937500,-1.022177056855e-03,min,,,43124192560954
10000000059011.8769531250,-1.419669116707e-02,min,,,43124192560978
10000000059050.3984375000,-1.186570853629e-02,min,,,43124192561150
10000000059069.7812500000,8.097029598383e-03,max,,,43124192561237
10000000059114.8964843750,9.682108683267e-03,max,,,43124192561439
10000000059143.4804687500,1.458351256080e-02,max,,,43124192561567
10000000059537.8945312500,-1.740184276640e-03,min,,,43124192563330
10000000059693.2792968750,1.908337123609e-02,max,,,43124192564025
10000000059712.0820312500,1.186129376643e-02,max,,,43124192564109
10000000059899.9941406250,1.351455473973e-02,max,,,43124192564949
10000000059909.8632812500,1.305528953007e-02,max,,,43124192564993
10000000060010.4121093750,1.660167240872e-02,max,,,43124192565443
10000000060084.0175781250,-1.879730829094e-02,min,,,43124192565772
10000000060120.2285156250,-8.973129319748e-03,min,,,43124192565934
10000000060146.1367187500,-1.205458833536e-02,min,,,43124192566050
10000000060209.2187500000,-1.878182511176e-02,min,,,43124192566332
10000000060305.9316406250,-1.617564914989e-02,min,,,43124192566764
10000000060316.3398437500,1.839105637410e-02,max,,,43124192566811
10000000060348.3613281250,-1.090101694810e-02,min,,,43124192566954
10000000060373.2265625000,1.501964692474e-02,max,,,43124192567065
10000000060384.7519531250,1.528678134932e-02,max,,,43124192567117
10000000060544.6816406250,-8.213170658783e-03,min,,,43124192567832
10000000060602.1445312500,1.893495466176e-02,max,,,43124192568089
10000000060723.4277343750,8.761455812581e-03,max,,,43124192568631
10000000060772.4394531250,-1.132357157648e-02,min,,,43124192568850
10000000060772.4980468750,1.114877861477e-02,max,,,43124192568851
10000000060781.4355468750,1.154462384294e-02,max,,,43124192568891
10000000060830.8027343750,-6.826617723015e-03,min,,,43124192569112
10000000061088.8613281250,-1.008577204434e-02,min,,,43124192570266
10000000061146.2792968750,-1.340124803382e-02,min,,,43124192570522
10000000061207.9726562500,-4.219081043996e-03,min,,,43124192570798
10000000061217.1757812500,1.997124517179e-02,max,,,43124192570839
10000000061343.0957031250,-9.216723618730e-03,min,,,43124192571402
10000000061372.5585937500,-3.427369547740e-03,min,,,43124192571534
10000000061396.7187500000,-7.604583815112e-03,min,,,43124192571642
10000000061540.8710937500,1.848995555333e-02,max,,,43124192572287
10000000061579.2910156250,-1.990795114405e-02,min,,,43124192572458
10000000061634.7773437500,-5.996037686198e-03,min,,,43124192572706
10000000061670.7460937500,1.609886553864e-02,max,,,43124192572867
10000000061776.5468750000,4.196076693045e-03,max,1.09443043e-02,0.048938,43124192573341
10000000061786.3789062500,-1.233919851239e-02,min,,,43124192573384
10000000061833.6035156250,-1.263296357449e-02,min,,,43124192573596
10000000061849.7265625000,-1.591226195498e-02,min,,,43124192573668
10000000061861.9277343750,1.248495879001e-02,max,,,43124192573723
10000000062013.8437500000,1.112824601310e-02,max,,,43124192574401
10000000062024.7304687500,-1.928304892053e-02,min,,,43124192574450
10000000062040.5781250000,1.452209905704e-02,max,,,43124192574521
10000000062106.4062500000,-1.716340031628e-02,min,,,43124192574816
10000000062176.2812500000,-8.216325298965e-03,min,,,43124192575128
10000000062192.0585937500,-3.911810688373e-03,min,,,43124192575198
10000000062232.0566406250,9.809610854961e-03,max,,,43124192575377
10000000062294.4589843750,-7.494595381426e-03,min,,,43124192575656
10000000062295.0878906250,1.047124704202e-02,max,,,43124192575659
10000000062312.5742187500,1.715304088069e-02,max,,,43124192575737
10000000062317.9082031250,1.357459268608e-02,max,,,43124192575761
10000000062467.1855468750,5.995751959143e-03,max,,,43124192576429
10000000062493.3417968750,1.513343902799e-02,max,,,43124192576545
10000000062587.4101562500,1.957433678189e-02,max,,,43124192576967
10000000062605.0410156250,1.782210299944e-02,max,,,43124192577045
10000000062631.7988281250,1.325885135876e-02,max,,,43124192577165
10000000062637.7675781250,1.322523798994e-02,max,,,43124192577191
10000000062750.8398437500,1.555200110172e-02,max,,,43124192577697
10000000062766.4746093750,5.297721630265e-03,max,,,43124192577767
10000000062797.9687500000,-1.547032954337e-02,min,,,43124192577908
10000000062900.5527343750,1.725893989534e-02,max,,,43124192578367
10000000063086.0585937500,-1.134578690995e-02,min,,,43124192579196
10000000063192.9179687500,-5.884992034236e-03,min,,,43124192579674
10000000063234.4296875000,1.389490506409e-02,max,,,43124192579859
10000000063328.5722656250,-1.377193021234e-02,min,,,43124192580280
10000000063329.6640625000,1.511365431604e-02,max,,,43124192580285
10000000063356.1386718750,8.889776764980e-03,max,,,43124192580403
10000000063363.1738281250,-8.709322635326e-03,min,,,43124192580434
10000000063363.2246093750,4.943513895848e-03,max,,,43124192580435
10000000063461.5859375000,3.405522831159e-03,max,,,43124192580875
10000000063617.1875000000,1.127834130395e-02,max,,,43124192581571
10000000063644.8046875000,-1.668874491126e-02,min,,,43124192581694
10000000063645.3183593750,4.208066041262e-03,max,,,43124192581697
10000000063648.9824218750,1.332536951112e-02,max,,,43124192581713
10000000063726.5644531250,-1.097028990807e-02,min,,,43124192582060
10000000063729.0390625000,1.991044636557e-02,max,,,43124192582071
10000000063823.9707031250,1.019688427415e-03,max,4.78927264e-03,0.021416,43124192582495
10000000063854.1015625000,-1.326240041592e-02,min,,,43124192582630
10000000063871.0605468750,-1.229749701948e-02,min,,,43124192582706
10000000063891.1250000000,-1.323699114758e-02,min,,,43124192582796
10000000063899.8750000000,1.410274487066e-02,max,,,43124192582835
10000000063953.5058593750,1.941015168560e-02,max,,,43124192583075
10000000063988.3164062500,1.085082041995e-02,max,,,43124192583231
10000000064222.6503906250,-1.302883031425e-02,min,,,43124192584278
10000000064227.7675781250,1.799237589284e-02,max,,,43124192584301
10000000064245.4042968750,-9.440795525106e-03,min,,,43124192584380
10000000064296.6875000000,1.327095846492e-02,max,,,43124192584609
10000000064299.9042968750,1.837248764680e-02,max,,,43124192584623
10000000064299.9511718750,-3.849149564256e-03,min,,,43124192584624
10000000064336.2187500000,-9.501477542414e-03,min,,,43124192584786
10000000064515.2460937500,1.654340247840e-02,max,,,43124192585587
10000000064789.0546875000,1.425927141967e-02,max,,,43124192586811
10000000064878.5488281250,1.520898666441e-02,max,,,43124192587211
10000000064936.0039062500,-1.594956326920e-02,min,,,43124192587468
10000000064949.4960937500,1.288836850468e-02,max,,,43124192587529
10000000065022.1308593750,1.077274441053e-02,max,,,43124192587853
10000000065062.4042968750,-1.634644002778e-02,min,,,43124192588034
10000000065150.9882812500,-1.842080542852e-02,min,,,43124192588430
10000000065233.5683593750,1.984863972652e-02,max,,,43124192588799
10000000065239.8437500000,-6.585047838498e-03,min,,,43124192588826
10000000065440.9003906250,-1.643010386868e-02,min,,,43124192589726
10000000065475.1445312500,1.883543498858e-02,max,,,43124192589879
10000000065502.0976562500,7.831104366068e-03,max,,,43124192589999
10000000065578.4140625000,1.636272189776e-02,max,,,43124192590341
10000000065669.0371093750,-1.602166432325e-02,min,,,43124192590746
10000000065708.3125000000,6.901009105369e-03,max,9.80004018e-03,0.043822,43124192590921
10000000065714.2343750000,-1.960358457116e-02,min,,,43124192590948
10000000065796.3886718750,-1.957406757989e-02,min,,,43124192591316
10000000065847.3847656250,1.750394101213e-03,max,,,43124192591543
10000000065847.4609375000,-1.986833796459e-02,min,,,43124192591544
10000000065857.2578125000,1.196592140774e-02,max,,,43124192591587
10000000065867.1484375000,-2.297564285371e-03,min,,,43124192591632
10000000065921.1621093750,1.947589111272e-02,max,,,43124192591873
10000000066011.4082031250,6.594836495555e-03,max,,,43124192592277
10000000066031.2500000000,-1.698072720535e-02,min,,,43124192592366
10000000066202.3457031250,1.895415611820e-02,max,,,43124192593131
10000000066213.0234375000,1.630789037934e-02,max,,,43124192593179
10000000066291.0078125000,1.822749568033e-02,max,,,43124192593527
10000000066393.7675781250,1.567045646788e-02,max,,,43124192593987
10000000066493.3300781250,-3.049826817053e-03,min,,,43124192594432
10000000066510.7695312500,-1.519515777526e-02,min,,,43124192594510
10000000066616.9140625000,1.766810898450e-02,max,,,43124192594985
10000000066739.2148437500,-1.584281931003e-02,min,,,43124192595532
10000000066778.9218750000,1.434076017953e-02,max,,,43124192595709
10000000066841.0800781250,-8.885527832964e-03,min,,,43124192595986
10000000066865.3613281250,-9.191076688268e-03,min,,,43124192596096
10000000066907.8671875000,8.881454193013e-03,max,,,43124192596285
10000000066951.4062500000,-1.705761831567e-02,min,,,43124192596480
10000000067045.1777343750,4.198381613849e-03,max,,,43124192596899
10000000067080.2578125000,-5.980567547864e-03,min,,,43124192597056
10000000067099.4726562500,-2.958109989928e-03,min,,,43124192597142
10000000067115.5917968750,-1.641498206656e-02,min,,,43124192597214
10000000067190.3691406250,1.791973333154e-02,max,,,43124192597549
10000000067225.8417968750,1.884568702755e-02,max,,,43124192597707
10000000067229.2714843750,7.787868046980e-03,max,,,43124192597723
10000000067337.5722656250,1.013112779367e-02,max,,,43124192598207
10000000067464.2558593750,1.652337022380e-02,max,,,43124192598773
10000000067477.4375000000,-1.970086873091e-02,min,,,43124192598832
10000000067568.2382812500,-1.840073026752e-02,min,,,43124192599238
10000000067614.8378906250,1.322579636849e-02,max,,,43124192599447
10000000067626.3417968750,-1.413288569477e-02,min,,,43124192599498
10000000067733.4062500000,1.543866993771e-02,max,,,43124192599977
10000000067768.4160156250,9.817498676141e-03,max,,,43124192600133
10000000067814.6386718750,-1.505366740130e-02,min,,,43124192600340
10000000067818.5839843750,-9.182360306690e-03,min,,,43124192600358
10000000067880.8417968750,-5.961674871044e-03,min,,,43124192600636
10000000068007.5234375000,1.627611665510e-02,max,,,43124192601203
10000000068049.0878906250,-6.922491495573e-03,min,,,43124192601388
10000000068204.0332031250,1.171289309959e-02,max,,,43124192602081
10000000068242.6796875000,-1.852173633882e-02,min,,,43124192602254
10000000068294.8007812500,5.391038913681e-03,max,,,43124192602487
10000000068295.8046875000,-3.408546648768e-03,min,,,43124192602492
10000000068415.2128906250,-1.581886212317e-02,min,,,43124192603026
10000000068442.1503906250,-1.993908518806e-02,min,,,43124192603146
10000000068488.9941406250,-1.670418449767e-02,min,,,43124192603356
10000000068586.2265625000,-1.618529432822e-02,min,,,43124192603790
10000000068621.6679687500,1.025437378343e-02,max,,,43124192603949
10000000068630.3222656250,1.937278858834e-02,max,,,43124192603987
10000000068630.6660156250,5.807734887274e-03,max,,,43124192603989
10000000068677.0957031250,8.547427409365e-03,max,,,43124192604197
10000000068860.8613281250,8.378277137942e-03,max,,,43124192605019
10000000068892.7148437500,1.147536627029e-02,max,,,43124192605161
10000000068895.0039062500,8.878762452499e-03,max,,,43124192605171
10000000069111.9511718750,9.528147904943e-03,max,,,43124192606141
10000000069112.3164062500,1.282489647933e-02,max,,,43124192606143
10000000069129.4394531250,6.344088291238e-03,max,,,43124192606219
10000000069141.9277343750,-1.235064526761e-02,min,,,43124192606276
10000000069335.5742187500,1.929226385920e-02,max,,,43124192607141
10000000069391.5449218750,8.495856744239e-03,max,,,43124192607391
10000000069466.9003906250,1.728497054144e-02,max,,,43124192607729
10000000069472.7011718750,-1.288494618865e-02,min,,,43124192607754
10000000069483.8925781250,-1.675325790738e-02,min,,,43124192607804
10000000069492.8027343750,-1.888375045469e-02,min,,,43124192607844
